"","time","Ta_min (Deg C)","Ta_max (Deg C)","Ta_mean (Deg C)","Ta_daytime_mean (Deg C)","Ta_nighttime_mean(Deg C)","P_F","SW_IN_POT","SW_IN_F","SW_IN_F_QC","CLOUD","VPD_F","SWC_F_MDS_1","H_F_MDS","H_CORR","LE_F_MDS","
              LE_CORR","EF","NEE_VUT_REF","NEE_VUT_REF_QC","NEE_VUT_25","NEE_VUT_50","NEE_VUT_75","RECO_NT_VUT_REF","RECO_NT_VUT_25","RECO_NT_VUT_50","RECO_NT_VUT_75","GPP_NT_VUT_REF","GPP_NT_VUT_25","GPP_NT_VUT_50","GPP_NT_VUT_75","GPP_DT_VUT_REF","GPP_DT_VUT_25","GPP_DT_VUT_50","GPP_DT_VUT_75"
"266",1996281,-1.6,16.101,8.248474,10.19917,6.332674,7.775,267.5163,115.9451,0.8645833,0.4341685,2.020875,0,27.90999,NA,26.24567,NA,0.5,0.7034568,0.8333331,0.6577404,0.7548267,0.8902643,3.589647,3.287622,3.750679,3.841884,2.579378,2.54882,2.934031,3.049303,1.862224,1.672759,1.81031,2.00715
"267",1996289,0.256,18.7,8.37974,10.12793,6.371932,6.0375,244.3664,96.07063,0.8645834,0.392146,2.93075,0,16.18791,NA,13.14815,NA,0.5,1.145392,0.8020834,0.9680496,1.118979,1.274636,2.181961,2.05169,2.130797,2.22839,0.9316512,0.8587374,1.000732,1.168544,0.9825192,0.7805758,0.9661823,1.080525
"268",1996297,2.396,17.7,9.518635,11.64288,7.17313,0.8,222.334,96.66525,0.8229167,0.4330995,3.38825,0,14.94051,NA,10.27817,NA,0.5,2.71714,0.8125,2.624555,2.745778,2.824326,3.226445,3.212877,3.256434,3.397011,0.6034699,0.4423746,0.5106423,0.6653755,0.3442093,0.436104,0.6208322,0.6904589
"269",1996305,-3.9,15.2,4.742365,6.527557,3.08712,0.1625,201.9629,79.32837,0.9114584,0.3918816,2.43425,0,21.34623,NA,7.498179,NA,0.5,2.89372,0.9322916,2.593751,2.873476,3.067676,3.228753,3.189154,3.376766,3.500558,0.5837068,0.3996177,0.5179093,0.6083135,0.5290278,0.5482506,0.6841755,0.7316419
"270",1996313,-8.6,17.4,1.676563,3.225781,0.2195312,8.575,183.781,75.59625,1,0.4166735,1.239375,0,5.203275,NA,9.093948,NA,0.5,2.326184,0.9583333,2.114889,2.264225,2.411984,2.569501,2.418378,2.513317,2.646194,0.2800897,0.1374435,0.248904,0.3918338,0.08840052,0.07426131,0.09083714,0.1122697
"271",1996321,-8.8,11.8,1.350521,2.90651,-0.3434896,0.1625,168.2682,76.75413,1,0.4552351,3.35025,0,8.329878,NA,9.651175,NA,0.5,2.226565,0.9166667,2.02487,2.227649,2.374825,2.650656,2.541836,2.662783,2.760644,0.5089838,0.3033575,0.4410514,0.5968448,0.08036821,0.079447,0.1098806,0.2113484
"272",1996329,-8.8,10.5,-1.706745,0.0539401,-3.390872,4.4375,155.8332,56.8155,0.984375,0.3640876,0.885375,0,6.087525,NA,10.02122,NA,0.5,1.561865,0.9791666,1.47163,1.574532,1.653131,1.692117,1.682331,1.728186,1.812359,0.1904401,0.0697024,0.1463562,0.2738574,0.04456068,0.04054687,0.102629,0.1835282
"273",1996337,-8.639,11.6,0.1564167,1.668083,-1.574729,13.325,146.7937,44.6735,0.9114583,0.3052843,0.916125,0,-7.734141,NA,9.787534,NA,0.5,2.060279,0.8645833,1.754233,2.01304,2.247056,1.604709,1.568818,1.664501,1.747236,-0.07876476,-0.5873723,-0.3548375,-0.08853087,0.3599783,0.1364164,0.6442225,0.7225121
"274",1996345,-6.115,10.6,1.005781,2.235203,-0.1605469,2.8625,141.3756,38.05387,0.9635416,0.268018,0.425625,0,-4.784609,NA,3.582795,NA,0.5,1.671683,0.7708334,1.535006,1.653855,2.17384,1.582801,1.583188,1.849899,2.029099,0.0668212,-0.2527877,0.08772658,0.2240999,0,0,0.3967602,0.4465778
"275",1996353,-9.6,11.6,-0.666474,1.066513,-2.045737,7.375,139.7153,52.98613,0.9895834,0.3792364,0.99125,0,4.025376,NA,7.084363,NA,0.5,2.441441,0.8958334,2.323554,2.441441,2.721114,2.146029,2.148322,2.31375,2.571728,-0.1467545,-0.3088231,-0.1348036,-0.0470645,0,0,0.1064586,0.1245801
"276",1996361,-19.7,8.2,-1.774306,-0.02048611,-3.737153,0.7333333,141.3205,47.79667,1,0.338484,1.163667,0,2.932817,NA,10.04865,NA,0.5,2.090412,0.9791667,1.941148,2.090412,2.383502,2.225385,2.171908,2.269747,2.425782,0.2484751,0.02627742,0.1770241,0.2268347,0.5448002,0.4451341,0.5094688,0.5408075
"277",1997001,-21.2,7.661,-4.390552,-1.554401,-6.721214,2,145.1419,55.01825,0.7499999,0.3788009,1.58425,0,29.48288,NA,13.24553,NA,0.5,2.419953,0.7395833,2.365951,2.419953,2.48989,2.67454,2.665078,2.681008,2.732203,0.3435156,0.1956414,0.2411015,0.3174974,0,0,0,0
"278",1997009,-11.2,6.4,-4.864719,-2.936484,-6.495422,1.75,153.401,50.75725,0.9739584,0.3298772,0.891625,0,-10.18016,NA,8.770555,NA,0.5,1.500358,0.9635416,1.467244,1.500358,1.579981,1.394799,1.377198,1.405484,1.479678,-0.08507419,-0.1516743,-0.09731019,-0.05760633,0,0,0.002483836,0.03622424
"279",1997017,-21.5,6.1,-7.425911,-4.565268,-10.47546,2.0625,165.2229,81.43363,0.9739584,0.493469,1.2135,0,30.06846,NA,8.878384,NA,0.5,1.364124,0.9635416,1.337531,1.365505,1.424562,1.269685,1.266642,1.305445,1.372434,-0.06570252,-0.09910444,-0.06951559,-0.03499865,0.1384614,0.03882569,0.121764,0.1491761
"280",1997025,-15.9,6.1,-5.617187,-3.814844,-7.721094,5.7125,180.3365,66.5575,1,0.3706937,0.846125,0,18.64646,NA,12.89113,NA,0.5,1.409665,0.953125,1.329209,1.408327,1.466307,1.143885,1.104631,1.184199,1.228143,-0.2251577,-0.2959306,-0.244781,-0.1780838,0,0,0.003330428,0.006840688
"281",1997033,-11.3,2.6,-2.407813,-1.153906,-3.991406,3.5,198.3676,79.35412,1,0.3982353,1.18525,0,17.26795,NA,11.48501,NA,0.5,1.017851,0.9947916,0.9587147,1.020045,1.092306,1.042818,1.02529,1.064036,1.150715,0.05745674,0.008230712,0.04094741,0.10998,0,0.0107353,0.05105501,0.1744471
"282",1997041,-11.2,4.63,-4.643219,-2.694734,-6.296609,0.975,218.8469,108.6568,0.9791666,0.4965337,1.199625,0,30.07718,NA,13.39039,NA,0.5,1.087092,0.9739583,1.034898,1.087774,1.134126,1.09642,1.093583,1.154486,1.208814,0.05331004,0.02941951,0.0656691,0.0906576,0,0,0,0
"283",1997049,-14.2,17,0.3524479,2.594974,-2.306401,0,241.2334,128.5421,0.9479166,0.5308713,2.718625,0,39.54795,NA,16.74604,NA,0.5,2.265163,0.9635416,2.228978,2.264959,2.289721,2.324615,2.318217,2.366201,2.403599,0.08932261,0.03721205,0.08711829,0.1217202,0,0,0,0
"284",1997057,-6,12.6,2.098437,3.780469,0.5242187,2.2375,264.9459,78.05962,1,0.295562,1.44675,0,4.739187,NA,9.770406,NA,0.5,1.473915,1,1.435754,1.473305,1.613318,2.018196,2.000919,2.028231,2.125841,0.569272,0.4566267,0.5433401,0.6103566,0.1632765,0.1512189,0.1729368,0.3252711
"285",1997065,-13.2,6.489,-3.119214,-1.297794,-5.137732,3.6625,289.3965,116.4334,0.921875,0.3991576,1.504125,0,43.62239,NA,22.5523,NA,0.5,2.128161,0.9114583,2.085009,2.128161,2.239089,1.902913,1.878751,1.90735,2.040541,-0.195469,-0.2885949,-0.2201526,-0.143326,0,0,0,0
"286",1997073,-11,9.591,-2.912052,0.006223958,-5.031401,2.7125,314.0216,142.0215,0.8281249,0.4516506,1.393375,0,49.63383,NA,19.5485,NA,0.5,1.544882,0.8229166,1.490227,1.5601,1.710222,1.027307,1.018985,1.037797,1.112767,-0.4524884,-0.611267,-0.517828,-0.4510475,0,0,0,0
"287",1997081,-10.1,16.5,1.838021,4.20651,-0.5247396,4.45,338.3018,164.8779,1,0.4882891,2.7715,0,53.67464,NA,22.49977,NA,0.5,1.514974,0.9739583,1.379354,1.515363,1.611142,1.544459,1.536449,1.66493,1.771859,0.1538383,0.08136001,0.1364279,0.2248603,0.008443525,0.008353787,0.009043315,0.009043315
"288",1997089,-4.3,12.5,4.610938,6.680469,2.467969,6.5125,361.7756,173.7044,1,0.4790026,3.34775,0,27.02641,NA,27.03748,NA,0.5,0.9618688,0.9791667,0.9129485,0.9638946,1.031431,1.557689,1.530085,1.631581,1.770603,0.6117281,0.6039029,0.6717799,0.731906,0.08888267,0.08911124,0.09638115,0.09638115
"289",1997097,-7,19.4,2.875922,5.524836,0.5600859,2.5375,384.0434,207.013,0.7708334,0.5401146,3.46325,0,143.1428,NA,31.21321,NA,0.5,1.649952,0.7447916,1.613209,1.649952,1.676474,2.048346,2.035957,2.072075,2.116844,0.3590428,0.3969052,0.4308461,0.4598252,0.1655935,0.165487,0.1950418,0.211161
"290",1997105,-2.5,19.415,6.719219,9.078422,4.682297,4.925,404.7644,163.7622,0.8697916,0.4055475,3.596375,0,61.1112,NA,20.55648,NA,0.5,0.7820425,0.7812499,0.7884908,0.8221706,0.9215051,1.46013,1.430056,1.468245,1.525753,0.6238115,0.509295,0.6409431,0.7070314,0.7668824,0.7661441,0.8087991,0.8451271
"291",1997113,3.2,21.1,10.56113,13.47406,8.055938,1.875,423.6505,227.0033,0.71875,0.5353288,5.60925,0,101.646,NA,30.89821,NA,0.5,1.707638,0.6927084,1.611712,1.703197,1.791179,2.73666,2.73699,2.782967,2.898048,1.128849,1.043073,1.103302,1.168682,1.169927,1.175265,1.309553,1.394248
"292",1997121,0.3,21.016,8.718599,11.7848,6.178049,4.2875,440.4589,211.3463,0.9114583,0.478894,4.70025,0,101.9893,NA,48.45099,NA,0.5,2.551349,0.9062499,2.440486,2.551324,2.568029,4.20802,4.186538,4.535181,4.561594,1.641335,1.721168,1.975602,2.019225,0.8079365,0.8341936,1.118815,1.216314
"293",1997129,4.1,21.2,10.17785,12.30617,8.201424,0.475,454.9848,147.2284,0.9322916,0.3234146,4.42675,0,58.04313,NA,29.01058,NA,0.5,2.635805,0.8906249,2.401304,2.646925,2.703635,3.811511,3.758332,4.341079,4.366425,1.27591,1.311093,1.583085,1.697744,1.300052,1.211969,1.319135,1.446737
"294",1997137,3.3,18.92,10.12945,12.50016,7.882661,4.775,467.0562,213.7562,0.7812499,0.4574182,3.712625,0,98.53413,NA,44.95404,NA,0.5,2.161759,0.7708333,2.123884,2.170086,2.291035,4.723875,4.73043,4.795892,5.253019,2.607898,2.569396,2.652141,2.982896,2.371384,2.045505,2.221455,2.436336
"295",1997145,7.7,24.1,14.28673,16.75387,11.98487,0.225,476.5296,225.6093,0.6145831,0.4734647,4.72875,0,93.59216,NA,35.70898,NA,0.5,0.447444,0.6302083,0.2789933,0.4207347,0.5495195,5.035695,5.035094,5.133876,5.582906,4.58691,4.58658,4.743686,5.189781,4.188688,4.085258,4.236199,4.332357
"296",1997153,5.5,24.3,13.58363,16.5465,10.8375,0,483.2923,251.2637,0.6510417,0.5197495,5.1325,0,71.84207,NA,42.23245,NA,0.5,-2.40943,0.7083334,-2.55188,-2.343756,-2.128505,4.393189,4.23958,5.192821,5.310165,6.372836,6.412381,7.57689,7.778611,5.91034,4.782609,5.041839,5.388156
"297",1997161,8.21,23.3,16.07131,17.8524,13.40759,0,487.2625,203.1771,0.5260415,0.4167779,4.7575,0,72.95279,NA,69.26306,NA,0.5,-5.904271,0.7760415,-6.135855,-5.84156,-5.504704,5.745795,5.52051,5.710159,5.870217,11.0981,10.88692,11.61259,11.90545,11.84706,7.004236,8.293584,11.30298
"298",1997169,10.233,29.3,18.96136,21.19018,16.69506,4.125,488.3972,205.0529,0.7552084,0.4198381,4.86425,0,33.68212,NA,76.20108,NA,0.5,-5.370286,0.8697917,-5.6217,-5.303868,-4.722371,6.567394,6.299344,6.422219,6.54551,11.95843,11.08385,11.71956,11.99374,13.2088,11.25199,12.43781,13.10223
"299",1997177,10.421,26.3,17.83626,19.95263,15.04225,4.0375,486.6934,224.2833,0.4531248,0.4609017,5.308,0,20.17953,NA,106.5079,NA,0.5,-5.440652,0.6927084,-5.890253,-5.423424,-4.713067,7.337867,6.740119,6.964391,7.199586,12.94902,11.521,12.37088,12.98816,8.950292,8.577911,9.385729,11.45495
"300",1997185,8.962,25.503,17.48657,19.37372,14.77835,6.675,482.1923,221.0145,0.333333,0.4584191,5.200125,0,33.41304,NA,133.3831,NA,0.5,-7.166288,0.71875,-7.233878,-7.110686,-6.73113,8.145928,7.45273,7.848269,8.443881,15.81406,14.45475,14.97771,15.7178,10.60915,8.831465,10.11336,11.4574
"301",1997193,11.25,27.2,19.01968,21.35909,16.2864,0.3125,474.9742,249.7416,0.4687498,0.5258692,7.278,0,24.27449,NA,160.1178,NA,0.5,-5.532901,0.7395834,-5.882534,-5.52047,-4.803159,9.236785,8.49239,8.880493,9.860735,16.64507,13.264,14.36011,15.95469,13.14218,9.367416,10.84414,13.2297
"302",1997201,9.4,25.8,17.54269,19.48947,15.33322,0.0625,465.1559,237.5285,0.9114584,0.5106735,5.683625,0,23.30088,NA,78.36826,NA,0.5,-4.887641,0.8802084,-5.218106,-4.911576,-4.704481,7.28969,6.456279,6.801401,6.990184,11.7104,11.28669,11.67506,11.94004,10.77254,10.63472,11.04366,11.99107
"303",1997209,11.9,25.9,19.99619,21.7981,18.04185,0.8,452.8802,247.1006,0.984375,0.5447042,8.487625,0,17.35779,NA,106.2556,NA,0.5,-5.412575,0.7916666,-5.691842,-5.293229,-4.989881,6.25653,6.2517,6.518569,6.866885,11.65687,11.37583,11.81753,12.25954,10.98368,10.52032,11.02101,12.219
"304",1997217,11.11,27,18.44811,20.8303,16.24268,7.7875,438.3155,256.3533,0.9739584,0.585019,5.548375,0,28.18892,NA,95.20735,NA,0.5,-6.527362,0.7760417,-6.615292,-6.330217,-5.886298,6.005458,6.296111,6.395971,6.681381,12.59159,12.27205,12.73903,13.00805,11.66477,10.70533,11.67462,12.38401
"305",1997225,10.9,28.6,18.59038,20.45463,16.72644,3.4875,421.6494,189.96,0.96875,0.4515725,4.601375,0,15.62139,NA,66.38093,NA,0.5,-3.789515,0.8802083,-3.994526,-3.786463,-3.513287,5.128619,5.075493,5.433813,5.680293,8.75432,8.758928,9.199845,9.493348,10.13357,9.392155,9.907141,10.22257
"306",1997233,11.8,22.5,16.35154,18.06327,14.90077,3.075,403.0905,174.0308,0.953125,0.4323749,2.686,0,18.36487,NA,50.81271,NA,0.5,-4.410088,0.8385417,-4.652373,-4.486369,-4.308846,4.62994,4.648322,4.762268,4.869469,9.240939,9.057358,9.194695,9.420356,10.55679,9.850967,10.20292,10.58276
"307",1997241,10.234,25.945,17.33164,19.30401,15.61601,0.775,382.8723,175.3622,0.7291669,0.4582048,3.52775,0,25.61568,NA,32.99949,NA,0.5,-3.159634,0.9270834,-4.36712,-3.608328,-3.452367,4.06051,4.151974,4.239967,4.283985,8.059233,7.628534,7.788471,8.62545,11.89464,10.29099,11.30923,12.27563
"308",1997249,6.92,23.2,15.26702,16.91951,13.01045,0.6375,361.2568,153.953,0.7239584,0.4260757,2.435375,0,13.13121,NA,24.33797,NA,0.5,-4.063122,0.8072917,-4.58176,-4.206727,-3.749057,3.28459,3.390204,3.53184,3.616125,7.687152,7.248454,7.738889,8.155706,8.657614,8.578537,8.937067,9.230835
"309",1997257,6.803,22.321,13.29414,15.60251,10.95695,0.55,338.5437,150.7033,0.458333,0.4442268,3.259875,0,19.3184,NA,23.12645,NA,0.5,-3.750645,0.7708334,-4.080181,-3.825689,-3.430325,4.733528,4.73331,4.972671,5.437085,8.871204,8.592949,8.824631,9.132074,7.991999,7.785037,8.016971,9.222046
"310",1997265,2,18.182,10.34662,12.54406,8.197872,1.275,315.0771,143.9934,0.8958334,0.4573842,2.566625,0,16.05491,NA,33.94059,NA,0.5,-1.420167,0.9479166,-1.921536,-1.488928,-1.200351,5.193584,5.042573,5.552763,5.935101,6.937899,6.704595,6.967049,7.354597,6.885024,6.435749,6.748915,7.26175
"311",1997273,-0.5,24.1,11.3026,14.25574,8.878987,2.55,291.2519,141.8516,0.7708333,0.4879688,4.530125,0,18.31232,NA,53.1183,NA,0.5,1.148271,0.7604166,0.8619834,1.092839,1.240888,5.81455,5.662309,5.920707,6.318764,4.787665,4.718924,4.905475,5.094644,4.634556,4.207293,4.601545,4.989662
"312",1997281,5.2,22.2,12.61251,14.74375,10.5,0,267.5163,133.5154,1,0.4953528,4.523375,0,18.17167,NA,27.26555,NA,0.5,1.511431,0.9479166,1.296922,1.514423,1.728223,4.559331,4.401838,4.643751,4.955291,2.982403,2.910867,3.126739,3.392105,3.339796,2.743838,3.352954,3.781059
"313",1997289,-2.8,17.035,5.955953,9.025539,3.895977,0,244.3664,116.7893,0.84375,0.4788981,2.747,0,24.12291,NA,14.63115,NA,0.5,1.233243,0.9010416,1.077652,1.202841,1.289902,2.491269,2.486591,2.54578,2.627851,1.354904,1.281509,1.369878,1.454492,1.107955,0.9724427,1.183024,1.371605
"314",1997297,-1.5,13.6,6.148594,8.301359,4.402859,3.975,222.334,99.87625,0.8333335,0.4504292,2.4825,0,12.37736,NA,8.436541,NA,0.5,1.506977,0.8541665,1.399304,1.487221,1.540602,1.994029,1.983015,1.994765,2.012224,0.5803607,0.454707,0.5033032,0.5787204,0.4922673,0.2627326,0.4397164,0.5742002
"315",1997305,1.1,16.2,7.613281,9.037891,5.912891,5.725,201.9629,84.53437,0.9427084,0.4211965,1.508125,0,1.503562,NA,5.958237,NA,0.5,2.010711,0.875,1.893461,1.997679,2.063023,2.678119,2.639974,2.668976,2.70031,0.714841,0.6137658,0.6812975,0.7448983,1.108345,1.098906,1.107426,1.156164
"316",1997313,-6.2,5.5,-0.5166667,0.4916667,-1.589583,6.8875,183.7809,61.62262,0.9895834,0.3359183,0.940875,0,10.3602,NA,11.64356,NA,0.5,2.700549,0.984375,2.613031,2.696034,2.83327,2.863399,2.851156,2.896212,2.967364,0.1658535,0.06344788,0.1901817,0.275338,0.8456835,0.6016051,0.8262039,0.9296522
"317",1997321,-8,7.9,-0.6161458,0.9169271,-2.270573,0.8,168.2682,66.46525,1,0.392366,1.118375,0,-1.484458,NA,7.067613,NA,0.5,3.42852,0.9791667,3.121174,3.429681,3.685109,3.09935,3.049845,3.308934,3.454102,0.01308651,-0.2917715,-0.1583628,-0.003403155,0,0,0.0005036264,0.002462299
"318",1997329,-8,6.5,-0.7199427,1.045904,-2.453721,0.7,155.8332,69.82175,0.9635416,0.4474589,1.520625,0,-4.536996,NA,15.00874,NA,0.5,5.43754,0.9583333,5.258395,5.43754,5.767464,5.567428,5.409058,5.708664,6.203155,0.1265615,0.1067438,0.2605805,0.4743467,0.02104652,0.03089185,0.05202736,0.09005908
"319",1997337,-12.025,6.717,-0.2120885,2.147643,-2.502919,0.25,146.7937,69.92538,0.7916665,0.4764168,1.59975,0,1.51841,NA,2.833096,NA,0.5,4.01882,0.7708331,3.66141,3.95486,4.237127,2.060341,2.041091,2.133967,2.326992,-1.551699,-2.010547,-1.778331,-1.581445,0.5467956,0.4628124,0.9966525,1.443781
"320",1997345,-6.5,8.5,-0.4422292,2.080448,-1.828615,0.1625,141.3756,59.88525,0.8229166,0.4240641,1.898125,0,4.624996,NA,1.897289,NA,0.5,2.422231,0.8177083,2.250748,2.401892,2.468307,1.373527,1.28364,1.353591,1.436783,-1.119784,-1.114013,-1.031647,-0.9386792,0.7601246,0.3425828,0.7727459,1.253357
"321",1997353,-8.6,5.6,-1.35013,0.0611224,-2.793815,5.7125,139.7153,49.752,1,0.3562089,1.13575,0,-4.083756,NA,5.296264,NA,0.5,1.448823,0.9895834,1.350576,1.43222,1.49245,1.496321,1.360066,1.444822,1.487689,0.06156876,-0.1068961,0.01847434,0.0825053,0.7935509,0.6922322,0.8385519,0.9197384
"322",1997361,-8.6,3.6,-2.525492,-1.093846,-4.202746,2.48,141.0768,47.0862,0.9666666,0.3339473,1.0918,0,3.511414,NA,7.892125,NA,0.5,1.585676,0.9833332,1.492376,1.583438,1.665968,1.8383,1.776704,1.827188,1.850002,0.3236134,0.1359017,0.2571896,0.3248314,0,0,0,0
"323",1998001,-8.5,4.802,-1.742073,-0.413724,-2.698974,5.575,145.1419,36.54062,0.9375,0.2532213,0.9965,0,-7.554041,NA,9.547626,NA,0.5,1.325671,0.9739584,1.235423,1.311817,1.359443,1.79862,1.773063,1.851365,2.056275,0.5443099,0.5011476,0.5388109,0.6441216,0.02387708,0.003173439,0.02204234,0.0496218
"324",1998009,-11.3,4.8,-3.342427,-1.816589,-4.846339,5.2375,153.401,61.96012,0.9895834,0.4043896,1.1105,0,9.179654,NA,13.36702,NA,0.5,1.615523,0.9635417,1.530699,1.577015,1.63817,1.678569,1.638722,1.79434,2.126168,0.1266334,0.06526287,0.2195075,0.5029472,0.0774484,0.06255922,0.09624798,0.1314765
"325",1998017,-11,1.1,-4.073167,-2.595333,-5.361583,5.875,165.2229,63.74513,0.984375,0.3875339,0.76275,0,14.22899,NA,4.225579,NA,0.5,0.9521177,0.9479165,0.8722561,0.9589796,1.064232,1.004001,0.9673331,1.023218,1.070734,0.04857696,-0.05570856,0.04443515,0.1345239,0.04155618,0.04232059,0.04853553,0.05798702
"326",1998025,-13.3,3.4,-2.717375,-0.6208125,-4.195625,0.3125,180.3365,69.53437,0.9114583,0.3837234,1.143875,0,11.51807,NA,4.665177,NA,0.5,0.6889014,0.8906249,0.6462266,0.6876445,0.7704317,0.6900224,0.6916489,0.7106218,0.7352026,0.03909678,-0.04281229,0.01463648,0.05757918,0,0,0,0
"327",1998033,-7.3,6.2,-1.005589,0.9347057,-2.688607,0,198.3676,110.2696,1,0.553722,2.67425,0,26.72928,NA,5.818775,NA,0.5,0.7125428,0.984375,0.6988305,0.7272011,0.7451855,0.8659391,0.8494898,0.9168278,0.9621706,0.1473629,0.1337615,0.1806708,0.2226918,0,0,0,0
"328",1998041,-17.9,8.5,-1.776807,0.2020339,-3.797341,3.175,218.8469,105.2006,0.8958334,0.4822385,1.568125,0,30.026,NA,6.486606,NA,0.5,1.179868,0.8645834,1.11821,1.164393,1.227494,1.267422,1.263486,1.399256,1.524148,0.139173,0.1244885,0.2199868,0.3020935,0.01057703,0.004807869,0.01057703,0.0190709
"329",1998049,-2,6.6,0.8708333,1.760417,0.1166667,5.2375,241.2334,64.8455,1,0.2683797,0.89475,0,-2.520956,NA,4.853254,NA,0.5,0.8856944,0.9895833,0.8617074,0.8769132,0.9042699,1.041866,1.0278,1.082968,1.111691,0.1378255,0.1333173,0.1953079,0.2434344,0.4846657,0.3024444,0.3504871,0.3841828
"330",1998057,-1.5,11.4,2.645474,4.409799,1.235237,0.475,264.9459,119.668,0.96875,0.455057,1.425,0,23.76977,NA,5.68609,NA,0.5,0.8787895,0.9583333,0.7876566,0.8705675,0.9655064,1.259829,1.272,1.560596,1.640459,0.4829447,0.4699957,0.6513921,0.7526272,0.471694,0.1932932,0.3591416,0.5671877
"331",1998065,-16.2,13.3,-1.784083,0.7183958,-4.032292,8.975,289.3965,117.2947,0.9479167,0.4015708,1.176125,0,49.98355,NA,8.890405,NA,0.5,1.019092,0.9322917,0.9824415,1.016939,1.07898,1.298356,1.288309,1.33803,1.403143,0.3116125,0.2755804,0.322754,0.3719016,0.2228519,0.1574038,0.3564749,0.5410144
"332",1998073,-6.9,7.291,-1.892578,-0.4031016,-3.090039,5.05,314.0216,94.08012,0.984375,0.3018774,0.92375,0,27.88653,NA,8.925855,NA,0.5,0.8982586,0.9739583,0.8649566,0.912959,0.9416435,0.820819,0.8009728,0.8161236,0.8371823,-0.0529482,-0.12661,-0.1073202,-0.0488474,0.08207731,0.09735098,0.1354775,0.1925476
"333",1998081,-6.8,25,5.909854,8.46574,3.486177,2.5375,338.3018,182.1289,0.984375,0.5376154,4.307875,0,52.9564,NA,17.11041,NA,0.5,1.597104,0.9791666,1.543499,1.598139,1.646274,1.788971,1.780363,1.863258,1.941442,0.2244874,0.2104651,0.2602757,0.3188137,0.256503,0.1539397,0.2582557,0.2871771
"334",1998089,-1.6,26,7.055286,9.590143,4.764831,1.6,361.7756,126.5903,1,0.3516801,3.653875,0,38.61456,NA,18.24285,NA,0.5,1.211115,0.9947916,1.109011,1.202665,1.271681,2.00875,2.000774,2.065485,2.11483,0.9231143,0.8093524,0.8572235,0.9187694,0.8949479,0.6843914,0.8384121,0.9066169
"335",1998097,1,17,7.760068,10.49878,5.223784,1.425,384.0434,252.1404,1,0.6555176,6.877375,0,91.24779,NA,30.63212,NA,0.5,0.516197,0.9895833,0.468051,0.5137099,0.6367885,1.980179,1.955193,2.028231,2.103565,1.476146,1.416263,1.488232,1.531275,1.507975,1.335182,1.456359,1.760531
"336",1998105,1.1,17.4,9.6625,11.66875,7.4,3.9625,404.7644,162.6545,1,0.4005727,3.937625,0,53.17681,NA,27.9718,NA,0.5,1.943056,0.9739583,1.858268,1.942551,2.211352,3.140154,3.120301,3.236537,3.484886,1.225791,1.135548,1.282029,1.375443,1.66155,1.414797,1.682802,1.967059
"337",1998113,-0.6,22.2,8.249479,10.61224,5.81849,1.275,423.6505,212.5948,1,0.4997343,5.6955,0,82.42631,NA,31.33152,NA,0.5,1.601839,0.9322916,1.546242,1.589217,1.717009,3.22278,3.073249,3.178734,3.42241,1.520904,1.463265,1.598264,1.705749,1.471402,1.223158,1.412495,1.557483
"338",1998121,8.7,19.3,13.49272,15.11517,12.15886,4.1375,440.4589,118.0345,1,0.2683175,1.235875,0,28.16895,NA,20.81991,NA,0.5,1.338254,0.9895834,1.33135,1.396485,1.471933,3.573776,3.446896,3.520274,3.57962,2.141051,1.954308,2.107292,2.21691,1.578006,1.551028,1.588648,1.650645
"339",1998129,1.7,26.8,12.36667,14.73959,9.758336,2.0625,454.9848,215.3099,1,0.4713234,6.199,0,46.74446,NA,32.3673,NA,0.5,0.3120002,0.921875,0.2426561,0.3603131,0.572367,4.384666,4.191171,4.251878,4.382376,3.664309,3.637211,3.843191,4.046095,3.013245,2.966255,3.023296,3.086877
"340",1998137,5.2,24.3,15.27187,18.06094,12.23594,0.2375,467.0562,301.6662,1,0.6455455,8.22075,0,90.37349,NA,61.30383,NA,0.5,-0.6709936,0.8020833,-0.8053027,-0.5973526,-0.4560749,5.21389,5.082816,5.256098,5.745197,5.933779,5.684106,5.876894,6.376602,5.557367,5.394007,5.500456,5.671634
"341",1998145,8.4,26.7,16.92678,19.6117,14.38364,8.025,476.5296,243.9265,0.8541666,0.5119485,8.1135,0,62.23979,NA,72.06543,NA,0.5,-2.561174,0.7395831,-2.658719,-2.504499,-2.377127,4.292615,4.349516,4.541177,5.708882,7.036828,6.897689,7.16416,8.097205,7.134501,6.440191,6.908055,7.481178
"342",1998153,4.2,18.7,11.29051,13.13275,8.758253,1.425,483.2923,232.8255,0.9739584,0.481964,4.45425,0,52.36377,NA,57.82831,NA,0.5,-3.462739,0.9583334,-3.569889,-3.482404,-3.366031,3.950404,3.89348,4.010389,4.17258,7.671469,7.282581,7.51574,7.67074,8.818644,8.17669,8.346913,8.747444
"343",1998161,10.1,22.4,16.04412,17.64081,14.58018,11.9125,487.2625,134.4092,1,0.2759987,1.83525,0,20.72579,NA,33.41338,NA,0.5,-1.907993,0.8072916,-2.165588,-2.005995,-1.811502,3.722759,3.681559,3.7755,3.973828,5.808834,5.556294,5.806444,5.970555,6.579928,5.549461,6.0751,6.902025
